ACCESSION,DISPLAY_NAME,FILENAME,ASM_NAME,ASM_LENGTH,TOTAL_PROTEIN,NCBI_TAXID,phylum,subphylum,class,subclass,order,family,genus,species,TOTAL_IDP
GCA_000956085.1,Aspergillus parasiticus SU-1 (GCA_000956085),Aspergillus_parasiticus_su_1_gca_000956085.ASM95608v1,ASM95608v1,39465951,8645,5067,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus parasiticus,3248
GCA_003184755.1,Aspergillus piperis CBS 112811 (GCA_003184755),Aspergillus_piperis_cbs_112811_gca_003184755.Asppip1,Asppip1,35280331,12071,319630,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus piperis,4506
GCA_000986645.1,Aspergillus rambellii str. SRRC1468 (GCA_000986645),Aspergillus_rambellii_gca_000986645.ASM98664v1,ASM98664v1,26435630,7761,308745,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus rambellii,3633
GCA_000600275.1,Aspergillus ruber CBS 135680 (GCA_000600275),Aspergillus_ruber_cbs_135680_gca_000600275.Eurhe1,Eurhe1,26209327,10066,396024,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus ruber,4110
GCA_003184585.1,Aspergillus saccharolyticus JOP 1030-1 (GCA_003184585),Aspergillus_saccharolyticus_jop_1030_1_gca_003184585.Aspsac1,Aspsac1,31096189,10064,979771,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus saccharolyticus,4103
GCA_003184635.1,Aspergillus sclerotiicarbonarius CBS 121057 (GCA_003184635),Aspergillus_sclerotiicarbonarius_cbs_121057_gca_003184635.Aspscle1,Aspscle1,37621264,12569,487660,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus sclerotiicarbonarius,4626
GCA_003184525.1,Aspergillus sclerotioniger CBS 115572 (GCA_003184525),Aspergillus_sclerotioniger_cbs_115572_gca_003184525.Aspscl1,Aspscl1,36720365,12338,319627,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus sclerotioniger,4460
GCA_002849105.1,Aspergillus steynii IBT 23096 (GCA_002849105),Aspergillus_steynii_ibt_23096_gca_002849105.Aspste1,Aspste1,37847960,13195,306088,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus steynii,4809
GCA_001890705.1,Aspergillus sydowii CBS 593.65 (GCA_001890705),Aspergillus_sydowii_cbs_593_65_gca_001890705.Aspsy1,Aspsy1,34381026,13579,75750,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus sydowii,4922
GCA_002850765.1,Aspergillus taichungensis str. IBT 19404 (GCA_002850765),Aspergillus_taichungensis_gca_002850765.Asptaic1,Asptaic1,27121736,9689,482145,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus taichungensis,4207
GCA_000149615.1,Aspergillus terreus NIH2624,Aspergillus_terreus.ASM14961v1,ASM14961v1,29364022,10401,33178,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus terreus,4218
GCA_002237265.1,Aspergillus thermomutatus (GCA_002237265),Aspergillus_thermomutatus_gca_002237265.ASM223726v1,ASM223726v1,31330139,10624,41047,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus thermomutatus,4292
GCA_001890745.1,Aspergillus tubingensis CBS 134.48 (GCA_001890745),Aspergillus_tubingensis_cbs_134_48_gca_001890745.Asptu1,Asptu1,35146149,12318,5068,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus tubingensis,4578
GCA_002234965.1,Aspergillus turcosus (GCA_002234965),Aspergillus_turcosus_gca_002234965.ASM223496v1,ASM223496v1,29964440,10057,1245748,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus turcosus,4127
GCA_002234975.1,Aspergillus turcosus (GCA_002234975),Aspergillus_turcosus_gca_002234975.ASM223497v1,ASM223497v1,29227124,9940,1245748,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus turcosus,4089
GCA_001078395.1,Aspergillus udagawae str. IFM 46973 (GCA_001078395),Aspergillus_udagawae_gca_001078395.Aud_assembly01,Aud_assembly01,32185562,9999,91492,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus udagawae,4111
GCA_000812125.1,Aspergillus ustus str. 3.3904 (GCA_000812125),Aspergillus_ustus_gca_000812125.Austus1.0,Austus1.0,38351268,706,40382,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus ustus,169
GCA_003184745.1,Aspergillus uvarum CBS 121591 (GCA_003184745),Aspergillus_uvarum_cbs_121591_gca_003184745.Aspuva1,Aspuva1,35850703,12014,446911,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus uvarum,4537
GCA_003184925.1,Aspergillus vadensis CBS 113365 (GCA_003184925),Aspergillus_vadensis_cbs_113365_gca_003184925.Aspvad1,Aspvad1,35663374,12132,288669,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus vadensis,4514
GCA_001890125.1,Aspergillus versicolor CBS 583.65 (GCA_001890125),Aspergillus_versicolor_cbs_583_65_gca_001890125.Aspve1,Aspve1,33126810,13222,46472,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus versicolor,4780
GCA_003184705.1,Aspergillus violaceofuscus CBS 115571 (GCA_003184705),Aspergillus_violaceofuscus_cbs_115571_gca_003184705.Aspvio1,Aspvio1,36012865,12080,657443,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus violaceofuscus,4636
GCA_001890725.1,Aspergillus wentii DTO 134E9 (GCA_001890725),Aspergillus_wentii_dto_134e9_gca_001890725.Aspwe1,Aspwe1,31350635,12435,5066,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus wentii,4446
GCA_000721775.1,Aureobasidium melanogenum CBS 110374 (GCA_000721775),Aureobasidium_melanogenum_cbs_110374_gca_000721775.Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0,Aureobasidium pullulans var. melanogenum CBS 110374 v1.0,26203324,10584,46634,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium melanogenum,4242
GCA_000721765.1,Aureobasidium namibiae CBS 147.97 (GCA_000721765),Aureobasidium_namibiae_cbs_147_97_gca_000721765.Aureobasidium_pullulans_var._namibiae_CBS_147.97_v1.0,Aureobasidium pullulans var. namibiae CBS 147.97 v1.0,25428601,10259,559561,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium namibiae,4147
GCA_000721785.1,Aureobasidium pullulans EXF-150 (GCA_000721785),Aureobasidium_pullulans_exf_150_gca_000721785.Aureobasidium_pullulans_var._pullulans_EXF-150_assembly_version_1.0,"Aureobasidium pullulans var. pullulans EXF-150, assembly version 1.0",29621078,11844,5580,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium pullulans,4750
GCA_001678115.1,Aureobasidium pullulans (GCA_001678115),Aureobasidium_pullulans_gca_001678115.ASM167811v1,ASM167811v1,17598654,6411,5580,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium pullulans,2964
GCA_000721755.1,Aureobasidium subglaciale EXF-2481 (GCA_000721755),Aureobasidium_subglaciale_exf_2481_gca_000721755.Aureobasidium_pullulans_var._subglaciale_EXF-2481_v1.0,Aureobasidium pullulans var. subglaciale EXF-2481 v1.0,25796716,10792,1042127,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium subglaciale,4385
GCA_001661335.1,Babjeviella inositovora NRRL Y-12698 (GCA_001661335),Babjeviella_inositovora_nrrl_y_12698_gca_001661335.Babin1,Babin1,15221050,6398,45609,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Babjeviella,Babjeviella inositovora,1620
GCA_002104905.1,Basidiobolus meristosporus CBS 931.73 (GCA_002104905),Basidiobolus_meristosporus_cbs_931_73_gca_002104905.Basme2finSC,Basme2finSC,89489060,16110,423460,Zoopagomycota,Entomophthoromycotina,Basidiobolomycetes,,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus meristosporus,4320
GCA_000203795.1,Batrachochytrium dendrobatidis JAM81 (GCA_000203795),Batrachochytrium_dendrobatidis_jam81_gca_000203795.v1.0,v1.0,24315081,8700,109871,Chytridiomycota,,Chytridiomycetes,,Rhizophydiales,,Batrachochytrium,Batrachochytrium dendrobatidis,2832
GCA_000149865.1,Batrachochytrium dendrobatidis JEL423 (GCA_000149865),Batrachochytrium_dendrobatidis_jel423_gca_000149865.BD_JEL423,BD_JEL423,23577733,142,109871,Chytridiomycota,,Chytridiomycetes,,Rhizophydiales,,Batrachochytrium,Batrachochytrium dendrobatidis,55
GCA_002006685.1,Batrachochytrium salamandrivorans str. BS (GCA_002006685),Batrachochytrium_salamandrivorans_gca_002006685.Batr_sala_BS_V1,Batr_sala_BS_V1,32636440,10135,1357716,Chytridiomycota,,Chytridiomycetes,,Rhizophydiales,,Batrachochytrium,Batrachochytrium salamandrivorans,5410
GCA_000338955.1,Baudoinia panamericana UAMH 10762 (GCA_000338955),Baudoinia_panamericana_uamh_10762_gca_000338955.Bauco1,Bauco1,21875620,10508,1709381,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Teratosphaeriaceae,Baudoinia,Baudoinia panamericana,4194
GCA_001682635.1,Beauveria bassiana,Beauveria_bassiana.ASM168263v1,ASM168263v1,35021612,10095,176275,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,4540
GCA_000280675.1,Beauveria bassiana ARSEF 2860 (GCA_000280675),Beauveria_bassiana_arsef_2860_gca_000280675.ASM28067v1,ASM28067v1,33697794,10364,176275,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,4587
GCA_000770705.1,Beauveria bassiana D1-5 (GCA_000770705),Beauveria_bassiana_d1_5_gca_000770705.BBA1.0,BBA1.0,36692259,11861,176275,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,4725
GCA_002871155.1,Beauveria bassiana str. JEF-007 (GCA_002871155),Beauveria_bassiana_gca_002871155.ASM287115v1,ASM287115v1,36538394,10695,176275,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,4525
GCA_002261195.1,Bifiguratus adelaidae str. AZ0501,Bifiguratus_adelaidae_gca_002261195.ASM226119v1,ASM226119v1,19478880,5719,1938954,Mucoromycota,Mucoromycotina,Endogonomycetes,,Endogonales,,Bifiguratus,Bifiguratus adelaidae,2443
GCA_000354255.1,Bipolaris maydis ATCC 48331 (GCA_000354255),Bipolaris_maydis_atcc_48331_gca_000354255.CocheC4_1,CocheC4_1,32929167,12705,5016,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris maydis,5045
GCA_000338975.1,Bipolaris maydis C5 (GCA_000338975),Bipolaris_maydis_c5_gca_000338975.CocheC5_3,CocheC5_3,36456735,13311,5016,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris maydis,5200
GCA_000523455.1,Bipolaris oryzae ATCC 44560 (GCA_000523455),Bipolaris_oryzae_atcc_44560_gca_000523455.Cochliobolus_miyabeanus_v1.0,Cochliobolus miyabeanus v1.0,31362097,12002,101162,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris oryzae,4979
GCA_000338995.1,Bipolaris sorokiniana ND90Pr (GCA_000338995),Bipolaris_sorokiniana_nd90pr_gca_000338995.Cocsa1,Cocsa1,34409167,12214,45130,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris sorokiniana,4972
GCA_000527765.1,Bipolaris victoriae FI3 (GCA_000527765),Bipolaris_victoriae_fi3_gca_000527765.Cochliobolus_victoriae_v1.0,Cochliobolus victoriae v1.0,32829575,12882,40125,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris victoriae,5158
GCA_000523435.1,Bipolaris zeicola 26-R-13 (GCA_000523435),Bipolaris_zeicola_26_r_13_gca_000523435.Cochliobolus_carbonum_v1.0,Cochliobolus carbonum v1.0,31267936,12853,5017,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris zeicola,5167
GCA_000151595.1,Blastomyces dermatitidis ATCC 18188 (GCA_000151595),Blastomyces_dermatitidis_atcc_18188_gca_000151595.BD_ATCC18188_V1,BD_ATCC18188_V1,73633833,10186,5039,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces dermatitidis,5145
GCA_000166155.1,Blastomyces dermatitidis ATCC 26199 (GCA_000166155),Blastomyces_dermatitidis_atcc_26199_gca_000166155.BD_ATCC26199_V2,BD_ATCC26199_V2,71515325,9180,5039,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces dermatitidis,5508
GCA_000003525.2,Blastomyces dermatitidis ER-3 (GCA_000003525),Blastomyces_dermatitidis_er_3_gca_000003525.BD_ER3_V1,BD_ER3_V1,66608683,9755,5039,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces dermatitidis,5442
GCA_000003855.2,Blastomyces gilchristii SLH14081 (GCA_000003855),Blastomyces_gilchristii_slh14081_gca_000003855.BD_SLH14081_V1,BD_SLH14081_V1,75404732,9692,1681229,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces gilchristii,5264
GCA_001883805.1,Blastomyces percursus str. EI222 (GCA_001883805),Blastomyces_percursus_gca_001883805.Blas_perc_EI222_V1,Blas_perc_EI222_V1,32310953,10285,1658174,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces percursus,5029
GCA_000151065.2,Blumeria graminis,Blumeria_graminis.EF2,EF2,124489486,7118,34373,Ascomycota,Pezizomycotina,Leotiomycetes,,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis,2764
GCA_000418435.1,Blumeria graminis f. sp. tritici 96224 (GCA_000418435),Blumeria_graminis_f_sp_tritici_96224_gca_000418435.Bgt_454_newbler_assembly,Bgt_454_newbler_assembly,158944908,4024,34373,Ascomycota,Pezizomycotina,Leotiomycetes,,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis,1577
GCA_000697705.1,Botryobasidium botryosum FD-172 SS1 (GCA_000697705),Botryobasidium_botryosum_fd_172_ss1_gca_000697705.Botbo1,Botbo1,46674321,16501,264124,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Botryobasidiaceae,Botryobasidium,Botryobasidium botryosum,5706
GCA_000143535.4,Botrytis cinerea B05.10,Botrytis_cinerea.ASM83294v1,ASM83294v1,42630066,11707,40559,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis cinerea,6169
GCA_000349525.1,Botrytis cinerea BcDW1 (GCA_000349525),Botrytis_cinerea_bcdw1_gca_000349525.BcDW1,BcDW1,42132268,11028,40559,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis cinerea,5087
GCA_000227075.1,Botrytis cinerea T4 (GCA_000227075),Botrytis_cinerea_t4_gca_000227075.BotFuc_Mar2011,BotFuc_Mar2011,39511426,16353,40559,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis cinerea,5597
GCA_000259595.1,Brettanomyces bruxellensis AWRI1499 (GCA_000259595),Brettanomyces_bruxellensis_awri1499_gca_000259595.AWRI1499_v1.0,AWRI1499_v1.0,12676548,4861,5007,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces bruxellensis,1772
GCA_000497085.1,Byssochlamys spectabilis No. 5 str. Paecilomyces variotii No. 5 (NBRC109023) (GCA_000497085),Byssochlamys_spectabilis_no_5_gca_000497085.PVAR5_assembly01,PVAR5_assembly01,29762401,8877,264951,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Thermoascaceae,Byssochlamys,Byssochlamys spectabilis,4051
GCA_003073865.1,Cadophora sp. DSE1049 (GCA_003073865),Cadophora_sp_dse1049_gca_003073865.Cadsp1,Cadsp1,70459101,22762,1485229,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,,Cadophora,Cadophora sp. DSE1049,7274
GCA_001632435.1,Calocera cornea HHB12733 (GCA_001632435),Calocera_cornea_hhb12733_gca_001632435.Calco1,Calco1,33244933,13152,29889,Basidiomycota,Agaricomycotina,Dacrymycetes,,Dacrymycetales,Dacrymycetaceae,Calocera,Calocera cornea,5293
GCA_001630345.1,Calocera viscosa TUFC12733 (GCA_001630345),Calocera_viscosa_tufc12733_gca_001630345.Calvi1,Calvi1,29097227,12357,63146,Basidiomycota,Agaricomycotina,Dacrymycetes,,Dacrymycetales,Dacrymycetaceae,Calocera,Calocera viscosa,4738
GCA_000773845.1,Candida albicans 12C (GCA_000773845),Candida_albicans_12c_gca_000773845.Cand_albi_12C_V2,Cand_albi_12C_V2,14897039,6277,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2420
GCA_000775445.1,Candida albicans 19F (GCA_000775445),Candida_albicans_19f_gca_000775445.Cand_albi_19F_V2,Cand_albi_19F_V2,14573765,6277,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2420
GCA_000784695.1,Candida albicans Ca6 (GCA_000784695),Candida_albicans_ca6_gca_000784695.Cand_albi_Ca6_V2,Cand_albi_Ca6_V2,14716334,6303,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2455
GCA_000773735.1,Candida albicans GC75 (GCA_000773735),Candida_albicans_gc75_gca_000773735.Cand_albi_GC75_V1,Cand_albi_GC75_V1,14696915,6310,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2446
GCA_000775455.1,Candida albicans L26 (GCA_000775455),Candida_albicans_l26_gca_000775455.Cand_albi_L26_V2,Cand_albi_L26_V2,14516741,6291,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2436
GCA_000775465.1,Candida albicans P34048 (GCA_000775465),Candida_albicans_p34048_gca_000775465.Cand_albi_P34048_V1,Cand_albi_P34048_V1,14542907,6276,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2419
GCA_000773745.1,Candida albicans P37005 (GCA_000773745),Candida_albicans_p37005_gca_000773745.Cand_albi_P37005_V2,Cand_albi_P37005_V2,14473555,6271,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2404
GCA_000773825.1,Candida albicans P37037 (GCA_000773825),Candida_albicans_p37037_gca_000773825.Cand_albi_P37037_V1,Cand_albi_P37037_V1,14475823,6299,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2420
GCA_000784515.1,Candida albicans P37039 (GCA_000784515),Candida_albicans_p37039_gca_000784515.Cand_albi_P37039_V1,Cand_albi_P37039_V1,14523568,6257,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2408
GCA_000775505.1,Candida albicans P57055 (GCA_000775505),Candida_albicans_p57055_gca_000775505.Cand_albi_P57055_V1,Cand_albi_P57055_V1,14594318,6287,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2418
GCA_000773805.1,Candida albicans P57072 (GCA_000773805),Candida_albicans_p57072_gca_000773805.Cand_albi_P57072_V1,Cand_albi_P57072_V1,14509911,6254,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2419
GCA_000784525.1,Candida albicans P60002 (GCA_000784525),Candida_albicans_p60002_gca_000784525.Cand_albi_P60002_V1,Cand_albi_P60002_V1,14791426,6234,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2415
GCA_000784575.1,Candida albicans P75010 (GCA_000784575),Candida_albicans_p75010_gca_000784575.Cand_albi_P75010_V1,Cand_albi_P75010_V1,14862837,6245,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2410
GCA_000784595.1,Candida albicans P75016 (GCA_000784595),Candida_albicans_p75016_gca_000784595.Cand_albi_P75016_V1,Cand_albi_P75016_V1,14680338,6235,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2412
GCA_000775525.1,Candida albicans P75063 (GCA_000775525),Candida_albicans_p75063_gca_000775525.Cand_albi_P75063_V1,Cand_albi_P75063_V1,14453728,6260,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2407
GCA_000784505.1,Candida albicans P76055 (GCA_000784505),Candida_albicans_p76055_gca_000784505.Cand_albi_P76055_V1,Cand_albi_P76055_V1,14453368,6228,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2406
GCA_000784495.1,Candida albicans P76067 (GCA_000784495),Candida_albicans_p76067_gca_000784495.Cand_albi_P76067_V1,Cand_albi_P76067_V1,14622326,6249,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2407
GCA_000784615.1,Candida albicans P78042 (GCA_000784615),Candida_albicans_p78042_gca_000784615.Cand_albi_P78042_V1,Cand_albi_P78042_V1,14676842,6299,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2433
GCA_000773725.1,Candida albicans P78048 (GCA_000773725),Candida_albicans_p78048_gca_000773725.Cand_albi_P78048_V1,Cand_albi_P78048_V1,14503432,6312,5476,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,2413
