ACCESSION,SPECIES,ASM_NAME,NCBI_TAXID,ASM_LENGTH,TOTAL_PROTEIN,DNA_URL,PEP_URL,FILENAME,phylum,subphylum,class,subclass,order,family,genus,TOTAL_IDP,NAME
GCA_000091025.3,Ashbya gossypii,ASM9102v1,33169,9119312,4776,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/ashbya_gossypii/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/ashbya_gossypii/pep,Ashbya_gossypii.ASM9102v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Eremothecium,1682,Ashbya_gossypii
GCA_003184765.1,Aspergillus aculeatinus CBS 121060 (GCA_003184765),Aspacu1,487661,36471649,12028,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_aculeatinus_cbs_121060_gca_003184765/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_aculeatinus_cbs_121060_gca_003184765/pep,Aspergillus_aculeatinus_cbs_121060_gca_003184765.Aspacu1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4623,Aspergillus_aculeatinus
GCA_001890905.1,Aspergillus aculeatus ATCC 16872 (GCA_001890905),Aspac1,5053,35424414,10843,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_aculeatus_atcc_16872_gca_001890905/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_aculeatus_atcc_16872_gca_001890905/pep,Aspergillus_aculeatus_atcc_16872_gca_001890905.Aspac1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4302,Aspergillus_aculeatus
GCA_002749805.1,Aspergillus arachidicola str. CBS 117610 (GCA_002749805),ASM274980v1,656916,38896857,12090,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_arachidicola_gca_002749805/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_arachidicola_gca_002749805/pep,Aspergillus_arachidicola_gca_002749805.ASM274980v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4434,Aspergillus_arachidicola
GCA_001792695.1,Aspergillus bombycis str. NRRL26010 (GCA_001792695),ASM179269v1,109264,37474605,12265,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_bombycis_gca_001792695/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_bombycis_gca_001792695/pep,Aspergillus_bombycis_gca_001792695.ASM179269v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4479,Aspergillus_bombycis
GCA_001889945.1,Aspergillus brasiliensis CBS 101740 (GCA_001889945),Aspbr1,319629,35804080,12989,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_brasiliensis_cbs_101740_gca_001889945/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_brasiliensis_cbs_101740_gca_001889945/pep,Aspergillus_brasiliensis_cbs_101740_gca_001889945.Aspbr1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4718,Aspergillus_brasiliensis
GCA_003184695.1,Aspergillus brunneoviolaceus CBS 621.78 (GCA_003184695),Aspbru1,1191711,37477200,12073,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_brunneoviolaceus_cbs_621_78_gca_003184695/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_brunneoviolaceus_cbs_621_78_gca_003184695/pep,Aspergillus_brunneoviolaceus_cbs_621_78_gca_003184695.Aspbru1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4527,Aspergillus_brunneoviolaceus
GCA_001511075.1,Aspergillus calidoustus str. SF006504 (GCA_001511075),Acal_Allpaths_LG,454130,41102685,15139,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_calidoustus_gca_001511075/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_calidoustus_gca_001511075/pep,Aspergillus_calidoustus_gca_001511075.Acal_Allpaths_LG,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,5576,Aspergillus_calidoustus
GCA_002847485.1,Aspergillus campestris IBT 28561 (GCA_002847485),Aspcam1,41068,28257496,9756,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_campestris_ibt_28561_gca_002847485/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_campestris_ibt_28561_gca_002847485/pep,Aspergillus_campestris_ibt_28561_gca_002847485.Aspcam1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4275,Aspergillus_campestris
GCA_002847045.1,Aspergillus candidus str. CBS 102.13 (GCA_002847045),Aspcand1,41067,27317772,9639,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_candidus_gca_002847045/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_candidus_gca_002847045/pep,Aspergillus_candidus_gca_002847045.Aspcand1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4214,Aspergillus_candidus
GCA_001990825.1,Aspergillus carbonarius ITEM 5010 (GCA_001990825),Aspca3,40993,36149134,11475,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_carbonarius_item_5010_gca_001990825/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_carbonarius_item_5010_gca_001990825/pep,Aspergillus_carbonarius_item_5010_gca_001990825.Aspca3,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4061,Aspergillus_carbonarius
GCA_000002715.1,Aspergillus clavatus NRRL 1,ASM271v1,5057,27859441,9121,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/aspergillus_clavatus/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/aspergillus_clavatus/pep,Aspergillus_clavatus.ASM271v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,3909,Aspergillus_clavatus
GCA_001717485.1,Aspergillus cristatus str. GZAAS20.1005 (GCA_001717485),ASM171748v1,573508,28454192,10344,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_cristatus_gca_001717485/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_cristatus_gca_001717485/pep,Aspergillus_cristatus_gca_001717485.ASM171748v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4685,Aspergillus_cristatus
GCA_003184645.1,Aspergillus ellipticus CBS 707.79 (GCA_003184645),Aspell1,41066,42866077,12882,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_ellipticus_cbs_707_79_gca_003184645/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_ellipticus_cbs_707_79_gca_003184645/pep,Aspergillus_ellipticus_cbs_707_79_gca_003184645.Aspell1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4850,Aspergillus_ellipticus
GCA_003184535.1,Aspergillus eucalypticola CBS 122712 (GCA_003184535),Aspeuc1,1340029,34792412,11933,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_eucalypticola_cbs_122712_gca_003184535/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_eucalypticola_cbs_122712_gca_003184535/pep,Aspergillus_eucalypticola_cbs_122712_gca_003184535.Aspeuc1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4508,Aspergillus_eucalypticola
GCA_000006275.2,Aspergillus flavus NRRL3357,JCVI-afl1-v2.0,5059,36892344,13485,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/aspergillus_flavus/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/aspergillus_flavus/pep,Aspergillus_flavus.JCVI-afl1-v2.0,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4342,Aspergillus_flavus
GCA_000952835.1,Aspergillus flavus AF70 (GCA_000952835),ASM95283v1,5059,37027369,13196,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/aspergillus_flavus_af70_gca_000952835/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/aspergillus_flavus_af70_gca_000952835/pep,Aspergillus_flavus_af70_gca_000952835.ASM95283v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4573,Aspergillus_flavus
GCA_000002655.1,Aspergillus fumigatus Af293,ASM265v1,746128,29384958,9623,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/aspergillus_fumigatus/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/aspergillus_fumigatus/pep,Aspergillus_fumigatus.ASM265v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,3951,Aspergillus_fumigatus
GCA_002234985.1,Aspergillus fumigatus (GCA_002234985),ASM223498v1,746128,28231324,9284,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_fumigatus_gca_002234985/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_fumigatus_gca_002234985/pep,Aspergillus_fumigatus_gca_002234985.ASM223498v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,3912,Aspergillus_fumigatus
GCA_000731615.1,Aspergillus fumigatus var. RP-2014 (GCA_000731615),AspFumNiv1.0,746128,27355096,8825,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/aspergillus_fumigatus_var_rp_2014_gca_000731615/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/aspergillus_fumigatus_var_rp_2014_gca_000731615/pep,Aspergillus_fumigatus_var_rp_2014_gca_000731615.AspFumNiv1.0,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,3774,Aspergillus_fumigatus
GCA_001029325.1,Aspergillus fumigatus Z5 (GCA_001029325),ASM102932v1,746128,29356075,9540,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_fumigatus_z5_gca_001029325/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_fumigatus_z5_gca_001029325/pep,Aspergillus_fumigatus_z5_gca_001029325.ASM102932v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4020,Aspergillus_fumigatus
GCA_000150145.1,Aspergillus fumigatus A1163,ASM15014v1,746128,29205420,9929,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/aspergillus_fumigatusa1163/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/aspergillus_fumigatusa1163/pep,Aspergillus_fumigatusa1163.ASM15014v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4033,Aspergillus_fumigatusa1163
GCA_001890805.1,Aspergillus glaucus CBS 516.65 (GCA_001890805),Aspgl1,41413,27993362,11254,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_glaucus_cbs_516_65_gca_001890805/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_glaucus_cbs_516_65_gca_001890805/pep,Aspergillus_glaucus_cbs_516_65_gca_001890805.Aspgl1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4400,Aspergillus_glaucus
GCA_003184545.1,Aspergillus heteromorphus CBS 117.55 (GCA_003184545),Asphet1,51019,35607567,11130,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_heteromorphus_cbs_117_55_gca_003184545/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_heteromorphus_cbs_117_55_gca_003184545/pep,Aspergillus_heteromorphus_cbs_117_55_gca_003184545.Asphet1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4509,Aspergillus_heteromorphus
GCA_003184685.1,Aspergillus indologenus CBS 114.80 (GCA_003184685),Aspind1,1232676,38592838,12161,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_indologenus_cbs_114_80_gca_003184685/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_indologenus_cbs_114_80_gca_003184685/pep,Aspergillus_indologenus_cbs_114_80_gca_003184685.Aspind1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4667,Aspergillus_indologenus
GCA_003184785.1,Aspergillus japonicus CBS 114.51 (GCA_003184785),Aspjap1,34381,36099954,12022,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_japonicus_cbs_114_51_gca_003184785/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_japonicus_cbs_114_51_gca_003184785/pep,Aspergillus_japonicus_cbs_114_51_gca_003184785.Aspjap1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4587,Aspergillus_japonicus
GCA_003184595.1,Aspergillus lacticoffeatus CBS 101883 (GCA_003184595),Asplac1,319628,35853610,13082,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_lacticoffeatus_cbs_101883_gca_003184595/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_lacticoffeatus_cbs_101883_gca_003184595/pep,Aspergillus_lacticoffeatus_cbs_101883_gca_003184595.Asplac1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4802,Aspergillus_lacticoffeatus
GCA_001445615.1,Aspergillus lentulus (GCA_001445615),Alt_assembly01,293939,30956128,9680,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_lentulus_gca_001445615/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_lentulus_gca_001445615/pep,Aspergillus_lentulus_gca_001445615.Alt_assembly01,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4084,Aspergillus_lentulus
GCA_001890685.1,Aspergillus luchuensis CBS 106.47 (GCA_001890685),Aspfo1,1069201,37452972,13502,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_luchuensis_cbs_106_47_gca_001890685/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_luchuensis_cbs_106_47_gca_001890685/pep,Aspergillus_luchuensis_cbs_106_47_gca_001890685.Aspfo1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4869,Aspergillus_luchuensis
GCA_001602395.1,Aspergillus luchuensis str. RIB 2604 (GCA_001602395),AspL_2604,1069201,34183795,12920,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_luchuensis_gca_001602395/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_luchuensis_gca_001602395/pep,Aspergillus_luchuensis_gca_001602395.AspL_2604,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4847,Aspergillus_luchuensis
GCA_003184625.1,Aspergillus neoniger CBS 115656 (GCA_003184625),Aspneo1,1196635,35416444,11939,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_neoniger_cbs_115656_gca_003184625/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_neoniger_cbs_115656_gca_003184625/pep,Aspergillus_neoniger_cbs_115656_gca_003184625.Aspneo1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4473,Aspergillus_neoniger
GCA_000011425.1,Aspergillus nidulans,ASM1142v1,162425,29828291,10534,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/aspergillus_nidulans/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/aspergillus_nidulans/pep,Aspergillus_nidulans.ASM1142v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4223,Aspergillus_nidulans
GCA_000149205.2,Aspergillus nidulans FGSC A4 (GCA_000149205),ASM14920v2,162425,30068514,9541,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/aspergillus_nidulans_fgsc_a4_gca_000149205/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/aspergillus_nidulans_fgsc_a4_gca_000149205/pep,Aspergillus_nidulans_fgsc_a4_gca_000149205.ASM14920v2,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4091,Aspergillus_nidulans
GCA_000002855.2,Aspergillus niger,ASM285v2,5061,33975768,13872,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/aspergillus_niger/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/aspergillus_niger/pep,Aspergillus_niger.ASM285v2,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,5128,Aspergillus_niger
GCA_000230395.2,Aspergillus niger ATCC 1015 (GCA_000230395),ASPNI v3.0,5061,34853277,10947,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/aspergillus_niger_atcc_1015_gca_000230395/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/aspergillus_niger_atcc_1015_gca_000230395/pep,Aspergillus_niger_atcc_1015_gca_000230395.ASPNI_v3.0,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,3900,Aspergillus_niger
GCA_001515345.1,Aspergillus niger (GCA_001515345),ASM151534v1,5061,34880193,10373,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_niger_gca_001515345/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_niger_gca_001515345/pep,Aspergillus_niger_gca_001515345.ASM151534v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4303,Aspergillus_niger
GCA_900248155.1,Aspergillus niger (GCA_900248155),Aniger_ATCC 64974_N402,5061,35570168,11187,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_niger_gca_900248155/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/aspergillus_niger_gca_900248155/pep,Aspergillus_niger_gca_900248155.Aniger_ATCC_64974_N402,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4375,Aspergillus_niger
GCA_001204775.1,Aspergillus nomius NRRL 13137 (GCA_001204775),ASM120477v1,41061,36138823,11914,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_nomius_nrrl_13137_gca_001204775/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_nomius_nrrl_13137_gca_001204775/pep,Aspergillus_nomius_nrrl_13137_gca_001204775.ASM120477v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4407,Aspergillus_nomius
GCA_002847465.1,Aspergillus novofumigatus IBT 16806 (GCA_002847465),Aspnov1,340412,32440129,11532,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_novofumigatus_ibt_16806_gca_002847465/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_novofumigatus_ibt_16806_gca_002847465/pep,Aspergillus_novofumigatus_ibt_16806_gca_002847465.Aspnov1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,4234,Aspergillus_novofumigatus
GCA_000986665.1,Aspergillus ochraceoroseus str. SRRC1432 (GCA_000986665),ASM98666v1,138278,24273657,7829,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/aspergillus_ochraceoroseus_gca_000986665/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/aspergillus_ochraceoroseus_gca_000986665/pep,Aspergillus_ochraceoroseus_gca_000986665.ASM98666v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,3609,Aspergillus_ochraceoroseus
GCA_002846915.2,Aspergillus ochraceoroseus IBT 24754 (GCA_002846915),Aspergillus ochraceoroseus IBT 24754 v1.1,138278,27718211,8917,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_ochraceoroseus_ibt_24754_gca_002846915/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/aspergillus_ochraceoroseus_ibt_24754_gca_002846915/pep,Aspergillus_ochraceoroseus_ibt_24754_gca_002846915.Aspergillus_ochraceoroseus_IBT_24754_v1.1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,3761,Aspergillus_ochraceoroseus
